workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,error
178,experiment,gossip,Olivia left her job,stim,,yes,6039,16,M,William,Did Patrick gossip that Olivia left her job?,
178,experiment,joke,Courtney woke up early yesterday,stim,,no,7930,17,M,Logan,Did Andrew joke that Courtney woke up early yesterday?,
178,experiment,simulate,Grace visited her sister,stim,,no,7090,18,F,Lisa,Did Noah simulate that Grace visited her sister?,
178,experiment,compute,Emilia looked after the kids,stim,,yes,7671,19,M,Paul,Did Eli compute that Emilia looked after the kids?,
178,experiment,think,Mia drank 2 cocktails last night,stim,,yes,9352,20,F,Jessica,Did Tim think that Mia drank 2 cocktails last night?,
178,experiment,,Todd played football in high school,control,,no,7902,21,F,Jennifer,Did Todd play football in high school?,
178,experiment,love,Emily bought a car yesterday,stim,,yes,7664,22,F,Helen,Did Scott love that Emily bought a car yesterday?,
178,experiment,shock,Isabella ate a steak on Sunday,stim,,yes,9420,23,F,Kimberly,Is Colby shocked that Isabella ate a steak on Sunday?,
178,experiment,scream,Allen went to the museum,stim,,no,9289,24,M,Christopher,Did Kathleen scream that Allen went to the museum?,
178,experiment,dictate,Fred missed the train,stim,,yes,6479,25,M,Steven,Did Catherine dictate that Fred missed the train?,
178,experiment,weep,Frank got a cat,stim,,yes,4961,26,F,Betty,Did Nicole weep that Frank got a cat?,
178,experiment,bet,Zoe calculated the tip,stim,,no,7542,27,F,Margaret,Did Bobby bet that Zoe calculated the tip?,
178,experiment,ignore,Natasha got a promotion,stim,,yes,5715,28,M,Richard,Did Jerry ignore that Natasha got a promotion?,
178,experiment,pray,Emma studied on Saturday morning,stim,,no,8718,29,F,Donna,Did Ray pray that Emma studied on Saturday morning?,
178,experiment,excite,Jon went out for dinner,stim,,yes,7873,30,F,Nancy,Is Stephanie excited that Jon went out for dinner?,
178,experiment,testify,Dylan argued with his parents,stim,,no,5763,31,F,Susan,Did Brenda testify that Dylan argued with his parents?,
178,experiment,argue,Jason made a cake,stim,,yes,8060,32,M,Matthew,Did Laura argue that Jason made a cake?,
178,experiment,,Zack is coming to the meeting tomorrow,control,,no,5626,33,M,Thomas,Is Zack coming to the meeting tomorrow?,
178,experiment,squeal,Connor fell from a tree,stim,,yes,9544,34,F,Ashley,Did Amy squeal that Connor fell from a tree?,
178,experiment,embarrass,Julian cleaned his room,stim,,yes,6056,35,M,James,Is Regina embarrassed that Julian cleaned his room?,
178,experiment,expose,Audrey went to a party,stim,,yes,Late,36,F,Dorothy,Did Dennis expose that Audrey went to a party?,
178,experiment,,Mary's aunt is sick,control,,no,3069,37,F,Elizabeth,Is Mary's aunt sick?,
178,experiment,surprise,Mary planted a tree,stim,,yes,5498,38,F,Carol,Is Kevin surprised that Mary planted a tree?,
178,experiment,write,Jackson ran 10 miles,stim,,no,4703,39,F,Karen,Did Rebecca write that Jackson ran 10 miles?,
178,experiment,fantasize,Josh learned to ride a bike yesterday,stim,,no,7003,40,M,Mark,Did Melissa fantasize that Josh learned to ride a bike yesterday?,
178,experiment,pain,Hannah called her parents,stim,,yes,5100,41,F,Linda,Is Brian pained that Hannah called her parents?,
176,experiment,,,,,5b6bacf00afa6f000107210f,0,1,,,,
176,experiment,,,,Susan,Susan,0,2,,,bot_check,
176,experiment,suppose,Zoe calculated the tip,stim,,no,4469,9,F,Donna,Did Eli suppose that Zoe calculated the tip?,
176,experiment,offend,Josie went on vacation to France,stim,,yes,4416,10,M,James,Is Manuel offended that Josie went on vacation to France?,
176,experiment,amuse,Cole celebrated his friend's birthday,stim,,yes,5290,11,M,Christopher,Is Stephanie amused that Cole celebrated his friend's birthday?,
176,experiment,argue,Josh learned to ride a bike yesterday,stim,,no,5040,12,F,Karen,Did Regina argue that Josh learned to ride a bike yesterday?,
176,experiment,irritate,Louis went swimming,stim,,yes,3250,13,F,Linda,Is Amy irritated that Louis went swimming?,
176,experiment,murmur,Mary planted a tree,stim,,no,4593,14,F,Jessica,Did Tim murmur that Mary planted a tree?,
176,experiment,feel,Dylan argued with his parents,stim,,no,3918,15,F,Nancy,Did Heather feel that Dylan argued with his parents?,
176,experiment,compute,Molly attended a conference last week,stim,,no,4983,16,M,Steven,Did Kevin compute that Molly attended a conference last week?,
176,experiment,fantasize,Mia drank 2 cocktails last night,stim,,no,3316,17,M,Kenneth,Did Francisco fantasize that Mia drank 2 cocktails last night?,
176,experiment,anticipate,Charley spilled the wine,stim,,yes,4478,18,F,Lisa,Did Kathleen anticipate that Charley spilled the wine?,
176,experiment,verify,Hannah called her parents,stim,,yes,4650,19,F,Margaret,Did Brian verify that Hannah called her parents?,
176,experiment,ignore,Lucas bought new shoes,stim,,yes,4340,20,M,Matthew,Did Kaitlin ignore that Lucas bought new shoes?,
176,experiment,think,Fred missed the train,stim,,no,3498,21,M,Robert,Did Melissa think that Fred missed the train?,
176,experiment,,Madison had a baby,control,,no,2569,22,F,Betty,Did Madison have a baby?,
176,experiment,love,Connor fell from a tree,stim,,yes,2860,23,F,Jennifer,Did Brenda love that Connor fell from a tree?,
176,experiment,,Hendrick's car was expensive,control,,no,2518,24,F,Susan,Was Hendrick's car expensive?,
176,experiment,excite,Audrey went to a party,stim,,yes,2508,25,F,Helen,Is Alan excited that Audrey went to a party?,
176,experiment,,Zack is coming to the meeting tomorrow,control,,no,2943,26,M,Logan,Is Zack coming to the meeting tomorrow?,
176,experiment,weep,Isabella ate a steak on Sunday,stim,,yes,3551,27,F,Kimberly,Did Noah weep that Isabella ate a steak on Sunday?,
176,experiment,facinate,Emma studied on Saturday morning,stim,,yes,2889,28,F,Carol,Is Andrew fascinated that Emma studied on Saturday morning?,
176,experiment,,Mary's aunt is sick,control,,no,1660,29,M,George,Is Mary's aunt sick?,
176,experiment,envision,Jackson ran 10 miles,stim,,no,2331,30,F,Elizabeth,Did Catherine envision that Jackson ran 10 miles?,
176,experiment,simulate,Natasha got a promotion,stim,,no,2972,31,F,Michelle,Did Colby simulate that Natasha got a promotion?,
176,experiment,require,Tony had a drink last night,stim,,no,3820,32,M,Thomas,Did Cynthia require that Tony had a drink last night?,
176,experiment,embarrass,Olivia left her job,stim,,yes,2216,33,M,Paul,Is Dennis embarrassed that Olivia left her job?,
176,experiment,insult,Jayden rented a car,stim,,yes,2520,34,M,Richard,Is Anna insulted that Jayden rented a car?,
176,experiment,thrill,Courtney woke up early yesterday,stim,,yes,3320,35,F,Sarah,Is Ray thrilled that Courtney woke up early yesterday?,
176,experiment,shout,Frank got a cat,stim,,no,2683,36,F,Sandra,Did Ruth shout that Frank got a cat?,
176,experiment,,Vanessa is good at math,control,,no,1891,37,M,Mark,Is Vanessa good at math?,
176,experiment,shock,Emily bought a car yesterday,stim,,yes,1670,38,F,Dorothy,Is Bobby shocked that Emily bought a car yesterday?,
176,experiment,,Todd played football in high school,control,,no,2259,39,F,Ashley,Did Todd play football in high school?,
176,experiment,distress,Jon went out for dinner,stim,,yes,3106,40,M,David,Is Nicole distressed that Jon went out for dinner?,
176,experiment,cringe,Julian cleaned his room,stim,,yes,2279,41,M,William,Did Sharon cringe that Julian cleaned his room?,
71,experiment,,,,,5be8851e85c7610001de0a07,0,1,,,,
71,experiment,,,,Linda,Linda,0,2,,,bot_check,
71,experiment,expose,Charley spilled the wine,stim,,yes,4527,9,F,Michelle,Did Nicole expose that Charley spilled the wine?,
71,experiment,insult,Grace visited her sister,stim,,yes,4799,10,F,Helen,Is Francisco insulted that Grace visited her sister?,
71,experiment,alarm,Josh learned to ride a bike yesterday,stim,,yes,3696,11,M,Kenneth,Is Cynthia alarmed that Josh learned to ride a bike yesterday?,
71,experiment,,Hendrick's car was expensive,control,,no,3728,12,F,Karen,Was Hendrick's car expensive?,
71,experiment,,Zack is coming to the meeting tomorrow,control,,no,2928,13,M,David,Is Zack coming to the meeting tomorrow?,
71,experiment,joke,Zoe calculated the tip,stim,,yes,4176,14,F,Kimberly,Did Ben joke that Zoe calculated the tip?,
71,experiment,express,Julian cleaned his room,stim,,no,3456,15,F,Sarah,Did Brenda express that Julian cleaned his room?,
71,experiment,surprise,Audrey went to a party,stim,,yes,2864,16,F,Carol,Is Ray surprised that Audrey went to a party?,
71,experiment,distress,Hannah called her parents,stim,,yes,4720,17,F,Nancy,Is Scott distressed that Hannah called her parents?,
71,experiment,resent,Lucas bought new shoes,stim,,yes,3072,18,F,Jennifer,Did Anna resent that Lucas bought new shoes?,
71,experiment,aggravate,Dylan argued with his parents,stim,,yes,3232,19,M,Matthew,Is Shirley aggravated that Dylan argued with his parents?,
71,experiment,dictate,Molly attended a conference last week,stim,,no,6000,20,F,Sandra,Did Alan dictate that Molly attended a conference last week?,
71,experiment,,Mary's aunt is sick,control,,no,2096,21,M,Richard,Is Mary's aunt sick?,
71,experiment,trouble,Jason made a cake,stim,,yes,2672,22,M,George,Is Amanda troubled that Jason made a cake?,
71,experiment,whine,Fred missed the train,stim,,no,3120,23,F,Dorothy,Did Kaitlin whine that Fred missed the train?,
71,experiment,envision,Tony had a drink last night,stim,,no,2528,24,F,Susan,Did Laura envision that Tony had a drink last night?,
71,experiment,pain,Mia drank 2 cocktails last night,stim,,yes,2576,25,M,Christopher,Is Eli pained that Mia drank 2 cocktails last night?,
71,experiment,suppose,Danny ate the last cupcake,stim,,no,3552,26,M,Mark,Did Kathleen suppose that Danny ate the last cupcake?,
71,experiment,fantasize,Emily bought a car yesterday,stim,,no,2432,27,F,Donna,Did Jerry fantasize that Emily bought a car yesterday?,
71,experiment,anticipate,Frank got a cat,stim,,yes,3728,28,M,Logan,Did Catherine anticipate that Frank got a cat?,
71,experiment,,Vanessa is good at math,control,,no,1856,29,F,Jessica,Is Vanessa good at math?,
71,experiment,elaborate,Jayden rented a car,stim,,no,2735,30,F,Margaret,Did Regina elaborate that Jayden rented a car?,
71,experiment,simulate,Jackson ran 10 miles,stim,,no,2800,31,F,Ashley,Did Sharon simulate that Jackson ran 10 miles?,
71,experiment,love,Isabella ate a steak on Sunday,stim,,yes,5056,32,M,Thomas,Did Andrew love that Isabella ate a steak on Sunday?,
71,experiment,excite,Connor fell from a tree,stim,,yes,2832,33,F,Lisa,Is Rebecca excited that Connor fell from a tree?,
71,experiment,require,Cole celebrated his friend's birthday,stim,,no,2688,34,M,Robert,Did Heather require that Cole celebrated his friend's birthday?,
71,experiment,,Madison had a baby,control,,no,3216,35,F,Betty,Did Madison have a baby?,
71,experiment,tweet,Emilia looked after the kids,stim,,no,3472,36,M,Paul,Did Justin tweet that Emilia looked after the kids?,
71,experiment,pray,Valerie booked the venue,stim,,no,3328,37,M,Steven,Did Dennis pray that Valerie booked the venue?,
71,experiment,feel,Olivia left her job,stim,,no,2608,38,M,William,Did Kevin feel that Olivia left her job?,
71,experiment,argue,Courtney woke up early yesterday,stim,,no,2384,39,M,James,Did Patrick argue that Courtney woke up early yesterday?,
71,experiment,embarrass,Emma studied on Saturday morning,stim,,yes,3248,40,F,Elizabeth,Is Brian embarrassed that Emma studied on Saturday morning?,
71,experiment,,Todd played football in high school,control,,no,1920,41,F,Linda,Did Todd play football in high school?,
167,experiment,,,,,5f4eb50c637e610e69c8eda0,0,1,,,,
167,experiment,,,,Susan,susan,0,2,,,bot_check,
167,experiment,,Vanessa is good at math,control,,no,2407,9,F,Lisa,Is Vanessa good at math?,
167,experiment,think,Valerie booked the venue,stim,,no,6506,10,F,Elizabeth,Did Dennis think that Valerie booked the venue?,
167,experiment,fantasize,Jayden rented a car,stim,,yes,5473,11,F,Linda,Did Cynthia fantasize that Jayden rented a car?,
167,experiment,shock,Tony had a drink last night,stim,,yes,3587,12,M,Mark,Is Brenda shocked that Tony had a drink last night?,
167,experiment,love,Jason made a cake,stim,,yes,2961,13,F,Kimberly,Did Amanda love that Jason made a cake?,
167,experiment,murmur,Jon went out for dinner,stim,,no,2332,14,F,Susan,Did Nicole murmur that Jon went out for dinner?,
167,experiment,,Madison had a baby,control,,no,3022,15,F,Karen,Did Madison have a baby?,
167,experiment,expose,Josie went on vacation to France,stim,,yes,5164,16,M,James,Did Eli expose that Josie went on vacation to France?,
167,experiment,squeal,Sophia got a tattoo,stim,,no,4315,17,M,Christopher,Did Jerry squeal that Sophia got a tattoo?,
167,experiment,,Hendrick's car was expensive,control,,no,2403,18,F,Nancy,Was Hendrick's car expensive?,
167,experiment,insult,Mary planted a tree,stim,,yes,3008,19,M,Matthew,Is Brian insulted that Mary planted a tree?,
167,experiment,trouble,Courtney woke up early yesterday,stim,,yes,6990,20,F,Margaret,Is Ray troubled that Courtney woke up early yesterday?,
167,experiment,gossip,Frank got a cat,stim,,no,2937,21,M,Paul,Did Laura gossip that Frank got a cat?,
167,experiment,distress,Julian cleaned his room,stim,,yes,2644,22,F,Donna,Is Melissa distressed that Julian cleaned his room?,
167,experiment,pray,Lucas bought new shoes,stim,,yes,6446,23,M,George,Did Catherine pray that Lucas bought new shoes?,
167,experiment,bet,Natasha got a promotion,stim,,no,3188,24,F,Carol,Did Francisco bet that Natasha got a promotion?,
167,experiment,torture,Olivia left her job,stim,,yes,2077,25,F,Ashley,Is Patrick tortured that Olivia left her job?,
167,experiment,surprise,Allen went to the museum,stim,,yes,2563,26,F,Jessica,Is Kaitlin surprised that Allen went to the museum?,
167,experiment,,Todd played football in high school,control,,no,1657,27,F,Dorothy,Did Todd play football in high school?,
167,experiment,ignore,Jackson ran 10 miles,stim,,yes,4337,28,F,Michelle,Did Ruth ignore that Jackson ran 10 miles?,
167,experiment,irritate,Emilia looked after the kids,stim,,yes,6242,29,F,Betty,Is Andrew irritated that Emilia looked after the kids?,
167,experiment,compute,Josh learned to ride a bike yesterday,stim,,no,8433,30,M,Thomas,Did Stephanie compute that Josh learned to ride a bike yesterday?,
167,experiment,scream,Danielle painted her room,stim,,yes,3291,31,F,Sandra,Did Tim scream that Danielle painted her room?,
167,experiment,,Zack is coming to the meeting tomorrow,control,,no,1989,32,F,Jennifer,Is Zack coming to the meeting tomorrow?,
167,experiment,verify,Louis went swimming,stim,,no,4374,33,M,Kenneth,Did Anna verify that Louis went swimming?,
167,experiment,enjoy,Molly attended a conference last week,stim,,yes,9160,34,M,Robert,Did Scott enjoy that Molly attended a conference last week?,
167,experiment,pain,Audrey went to a party,stim,,yes,2072,35,F,Helen,Is Bobby pained that Audrey went to a party?,
167,experiment,joke,Charley spilled the wine,stim,,no,4041,36,M,Logan,Did Amy joke that Charley spilled the wine?,
167,experiment,facinate,Fred missed the train,stim,,yes,2029,37,M,Richard,Is Shirley fascinated that Fred missed the train?,
167,experiment,write,Emma studied on Saturday morning,stim,,no,1823,38,F,Sarah,Did Noah write that Emma studied on Saturday morning?,
167,experiment,shout,Hannah called her parents,stim,,no,1831,39,M,David,Did Kevin shout that Hannah called her parents?,
167,experiment,tweet,Dylan argued with his parents,stim,,no,2234,40,M,Steven,Did Kathleen tweet that Dylan argued with his parents?,
167,experiment,,Mary's aunt is sick,control,,no,2599,41,M,William,Is Mary's aunt sick?,
90,experiment,,,,,5b3b5d6cac7a460001f90b33,0,1,,,,
90,experiment,,,,Mary,Mary,0,2,,,bot_check,
90,experiment,express,Zoe calculated the tip,stim,,no,5871,9,F,Michelle,Did Bobby express that Zoe calculated the tip?,
90,experiment,,Vanessa is good at math,control,,no,4165,10,F,Dorothy,Is Vanessa good at math?,
90,experiment,gossip,Sophia got a tattoo,stim,,no,5348,11,M,Logan,Did Manuel gossip that Sophia got a tattoo?,
90,experiment,resent,Mia drank 2 cocktails last night,stim,,yes,6749,12,M,Kenneth,Did Tim resent that Mia drank 2 cocktails last night?,
90,experiment,anticipate,Grace visited her sister,stim,,yes,6546,13,F,Betty,Did Patrick anticipate that Grace visited her sister?,
90,experiment,embarrass,Hannah called her parents,stim,,yes,6016,14,M,Thomas,Is Dennis embarrassed that Hannah called her parents?,
90,experiment,excite,Audrey went to a party,stim,,yes,4885,15,F,Jennifer,Is Kevin excited that Audrey went to a party?,
90,experiment,promise,Emilia looked after the kids,stim,,no,7935,16,F,Jessica,Did Jerry promise that Emilia looked after the kids?,
90,experiment,celebrate,Jon went out for dinner,stim,,yes,7544,17,F,Donna,Did Regina celebrate that Jon went out for dinner?,
90,experiment,amuse,Olivia left her job,stim,,yes,5218,18,M,Robert,Is Andrew amused that Olivia left her job?,
90,experiment,envision,Danny ate the last cupcake,stim,,yes,7173,19,M,Steven,Did Ruth envision that Danny ate the last cupcake?,
90,experiment,offend,Fred missed the train,stim,,yes,6359,20,F,Margaret,Is Melissa offended that Fred missed the train?,
90,experiment,tweet,Emma studied on Saturday morning,stim,,no,7650,21,M,George,Did Francisco tweet that Emma studied on Saturday morning?,
90,experiment,argue,Cole celebrated his friend's birthday,stim,,no,9291,22,F,Lisa,Did Nicole argue that Cole celebrated his friend's birthday?,
90,experiment,,Hendrick's car was expensive,control,,no,3015,23,F,Elizabeth,Was Hendrick's car expensive?,
90,experiment,torture,Dylan argued with his parents,stim,,yes,7397,24,F,Kimberly,Is Amanda tortured that Dylan argued with his parents?,
90,experiment,alarm,Jayden rented a car,stim,,yes,7083,25,F,Karen,Is Heather alarmed that Jayden rented a car?,
90,experiment,verify,Connor fell from a tree,stim,,no,7144,26,M,Christopher,Did Anna verify that Connor fell from a tree?,
90,experiment,pain,Mary planted a tree,stim,,yes,5221,27,M,Mark,Is Alan pained that Mary planted a tree?,
90,experiment,,Todd played football in high school,control,,no,3362,28,F,Carol,Did Todd play football in high school?,
90,experiment,charm,Danielle painted her room,stim,,yes,5926,29,M,Richard,Is Eli charmed that Danielle painted her room?,
90,experiment,whine,Allen went to the museum,stim,,yes,5468,30,F,Sarah,Did Sharon whine that Allen went to the museum?,
90,experiment,,Mary's aunt is sick,control,,no,3459,31,F,Linda,Is Mary's aunt sick?,
90,experiment,,Zack is coming to the meeting tomorrow,control,,,Late,32,F,Susan,Is Zack coming to the meeting tomorrow?,
90,experiment,testify,Charley spilled the wine,stim,,no,6734,33,F,Ashley,Did Brenda testify that Charley spilled the wine?,
90,experiment,,Madison had a baby,control,,no,3514,34,F,Helen,Did Madison have a baby?,
90,experiment,feel,Natasha got a promotion,stim,,no,7765,35,M,James,Did Colby feel that Natasha got a promotion?,
90,experiment,joke,Molly attended a conference last week,stim,,no,5359,36,M,William,Did Justin joke that Molly attended a conference last week?,
90,experiment,simulate,Frank got a cat,stim,,no,5588,37,M,David,Did Laura simulate that Frank got a cat?,
90,experiment,murmur,Courtney woke up early yesterday,stim,,no,6335,38,M,Matthew,Did Scott murmur that Courtney woke up early yesterday?,
90,experiment,scream,Jason made a cake,stim,,no,3950,39,F,Sandra,Did Kaitlin scream that Jason made a cake?,
90,experiment,suppose,Josie went on vacation to France,stim,,no,5171,40,F,Nancy,Did Noah suppose that Josie went on vacation to France?,
90,experiment,love,Isabella ate a steak on Sunday,stim,,yes,4274,41,M,Paul,Did Ray love that Isabella ate a steak on Sunday?,
32,experiment,,,,,5ee8cf0f091bd41fb5596737,0,1,,,,
32,experiment,,,,Elizabeth,Elizabeth,0,2,,,bot_check,
32,experiment,,Todd played football in high school,control,,no,3909,9,F,Linda,Did Todd play football in high school?,
32,experiment,testify,Zoe calculated the tip,stim,,no,5603,10,F,Donna,Did Scott testify that Zoe calculated the tip?,
32,experiment,squeal,Jason made a cake,stim,,yes,5375,11,F,Michelle,Did Catherine squeal that Jason made a cake?,
32,experiment,,Mary's aunt is sick,control,,no,4006,12,F,Helen,Is Mary's aunt sick?,
32,experiment,aggravate,Emilia looked after the kids,stim,,yes,5848,13,F,Ashley,Is Bobby aggravated that Emilia looked after the kids?,
32,experiment,whine,Cole celebrated his friend's birthday,stim,,yes,6520,14,F,Dorothy,Did Cynthia whine that Cole celebrated his friend's birthday?,
32,experiment,celebrate,Owen shoveled snow last winter,stim,,yes,7047,15,F,Sarah,Did Rebecca celebrate that Owen shoveled snow last winter?,
32,experiment,insult,Julian cleaned his room,stim,,yes,4505,16,M,Logan,Is Laura insulted that Julian cleaned his room?,
32,experiment,pain,Molly attended a conference last week,stim,,yes,6709,17,F,Carol,Is Brian pained that Molly attended a conference last week?,
32,experiment,suppose,Olivia left her job,stim,,no,5080,18,M,Christopher,Did Eli suppose that Olivia left her job?,
32,experiment,gossip,Courtney woke up early yesterday,stim,,no,4640,19,M,Robert,Did Dennis gossip that Courtney woke up early yesterday?,
32,experiment,joke,Louis went swimming,stim,,yes,6296,20,M,James,Did Brenda joke that Louis went swimming?,
32,experiment,think,Frank got a cat,stim,,no,4511,21,F,Jessica,Did Amanda think that Frank got a cat?,
32,experiment,,Zack is coming to the meeting tomorrow,control,,no,3559,22,F,Sandra,Is Zack coming to the meeting tomorrow?,
32,experiment,enjoy,Hannah called her parents,stim,,yes,4933,23,M,George,Did Tim enjoy that Hannah called her parents?,
32,experiment,shout,Jayden rented a car,stim,,yes,5352,24,M,William,Did Ruth shout that Jayden rented a car?,
32,experiment,trouble,Valerie booked the venue,stim,,yes,5741,25,F,Susan,Is Ben troubled that Valerie booked the venue?,
32,experiment,distress,Natasha got a promotion,stim,,yes,3680,26,F,Elizabeth,Is Andrew distressed that Natasha got a promotion?,
32,experiment,bet,Isabella ate a steak on Sunday,stim,,no,4502,27,M,Kenneth,Did Patrick bet that Isabella ate a steak on Sunday?,
32,experiment,retract,Emma studied on Saturday morning,stim,,no,5144,28,F,Betty,Did Francisco retract that Emma studied on Saturday morning?,
32,experiment,argue,Jon went out for dinner,stim,,no,5184,29,M,Mark,Did Nicole argue that Jon went out for dinner?,
32,experiment,thrill,Jackson ran 10 miles,stim,,yes,4563,30,M,David,Is Shirley thrilled that Jackson ran 10 miles?,
32,experiment,simulate,Danny ate the last cupcake,stim,,no,7784,31,M,Matthew,Did Regina simulate that Danny ate the last cupcake?,
32,experiment,disgust,Josie went on vacation to France,stim,,yes,4921,32,M,Paul,Is Alan disgusted that Josie went on vacation to France?,
32,experiment,elaborate,Dylan argued with his parents,stim,,no,4738,33,M,Steven,Did Anna elaborate that Dylan argued with his parents?,
32,experiment,,Madison had a baby,control,,no,3078,34,F,Margaret,Did Madison have a baby?,
32,experiment,promise,Grace visited her sister,stim,,no,4272,35,M,Richard,Did Jerry promise that Grace visited her sister?,
32,experiment,love,Tony had a drink last night,stim,,yes,3526,36,F,Lisa,Did Heather love that Tony had a drink last night?,
32,experiment,,Vanessa is good at math,control,,no,2887,37,F,Jennifer,Is Vanessa good at math?,
32,experiment,,Hendrick's car was expensive,control,,no,3216,38,F,Kimberly,Was Hendrick's car expensive?,
32,experiment,write,Lucas bought new shoes,stim,,no,4063,39,M,Thomas,Did Amy write that Lucas bought new shoes?,
32,experiment,dictate,Sophia got a tattoo,stim,,no,4661,40,F,Nancy,Did Noah dictate that Sophia got a tattoo?,
32,experiment,anticipate,Audrey went to a party,stim,,no,4822,41,F,Karen,Did Justin anticipate that Audrey went to a party?,
63,experiment,,,,,5c3c625633e4a00001312f7d,0,1,,,,
63,experiment,,,,Susan,Susan,0,2,,,bot_check,
63,experiment,think,Fred missed the train,stim,,no,4055,9,F,Sarah,Did Kathleen think that Fred missed the train?,
63,experiment,anticipate,Jason made a cake,stim,,no,4242,10,M,Steven,Did Laura anticipate that Jason made a cake?,
63,experiment,,Zack is coming to the meeting tomorrow,control,,no,3872,11,F,Karen,Is Zack coming to the meeting tomorrow?,
63,experiment,tweet,Courtney woke up early yesterday,stim,,no,2311,12,F,Linda,Did Ray tweet that Courtney woke up early yesterday?,
63,experiment,excite,Danielle painted her room,stim,,no,1719,13,F,Elizabeth,Is Scott excited that Danielle painted her room?,
63,experiment,cringe,Lucas bought new shoes,stim,,no,1839,14,M,David,Did Amy cringe that Lucas bought new shoes?,
63,experiment,,Madison had a baby,control,,no,1400,15,F,Betty,Did Madison have a baby?,
63,experiment,surprise,Grace visited her sister,stim,,no,1447,16,F,Helen,Is Patrick surprised that Grace visited her sister?,
63,experiment,,Mary's aunt is sick,control,,no,2647,17,M,Mark,Is Mary's aunt sick?,
63,experiment,alarm,Julian cleaned his room,stim,,no,1696,18,M,James,Is Rebecca alarmed that Julian cleaned his room?,
63,experiment,fantasize,Emilia looked after the kids,stim,,no,2592,19,F,Carol,Did Dennis fantasize that Emilia looked after the kids?,
63,experiment,,Vanessa is good at math,control,,no,1734,20,F,Ashley,Is Vanessa good at math?,
63,experiment,embarrass,Jon went out for dinner,stim,,no,1928,21,F,Margaret,Is Shirley embarrassed that Jon went out for dinner?,
63,experiment,elaborate,Cole celebrated his friend's birthday,stim,,no,1559,22,M,William,Did Nicole elaborate that Cole celebrated his friend's birthday?,
63,experiment,trouble,Dylan argued with his parents,stim,,no,2176,23,F,Susan,Is Ruth troubled that Dylan argued with his parents?,
63,experiment,,Hendrick's car was expensive,control,,no,2094,24,F,Lisa,Was Hendrick's car expensive?,
63,experiment,pray,Charley spilled the wine,stim,,no,1894,25,F,Dorothy,Did Kaitlin pray that Charley spilled the wine?,
63,experiment,require,Zoe calculated the tip,stim,,no,1879,26,M,Richard,Did Noah require that Zoe calculated the tip?,
63,experiment,enjoy,Emma studied on Saturday morning,stim,,no,1783,27,M,Logan,Did Manuel enjoy that Emma studied on Saturday morning?,
63,experiment,offend,Olivia left her job,stim,,no,1824,28,M,Matthew,Is Kevin offended that Olivia left her job?,
63,experiment,express,Louis went swimming,stim,,no,1383,29,F,Michelle,Did Amanda express that Louis went swimming?,
63,experiment,shout,Isabella ate a steak on Sunday,stim,,no,2407,30,F,Nancy,Did Jerry shout that Isabella ate a steak on Sunday?,
63,experiment,suppose,Jayden rented a car,stim,,no,1936,31,M,George,Did Melissa suppose that Jayden rented a car?,
63,experiment,weep,Molly attended a conference last week,stim,,no,1302,32,F,Sandra,Did Brian weep that Molly attended a conference last week?,
63,experiment,write,Owen shoveled snow last winter,stim,,no,1599,33,F,Kimberly,Did Catherine write that Owen shoveled snow last winter?,
63,experiment,retract,Allen went to the museum,stim,,no,1288,34,M,Robert,Did Brenda retract that Allen went to the museum?,
63,experiment,simulate,Valerie booked the venue,stim,,no,2608,35,F,Jennifer,Did Alan simulate that Valerie booked the venue?,
63,experiment,argue,Sophia got a tattoo,stim,,no,2000,36,M,Paul,Did Francisco argue that Sophia got a tattoo?,
63,experiment,joke,Tony had a drink last night,stim,,no,1503,37,M,Kenneth,Did Anna joke that Tony had a drink last night?,
63,experiment,ignore,Hannah called her parents,stim,,no,1280,38,M,Thomas,Did Justin ignore that Hannah called her parents?,
63,experiment,aggravate,Josie went on vacation to France,stim,,no,2231,39,F,Jessica,Is Tim aggravated that Josie went on vacation to France?,
63,experiment,,Todd played football in high school,control,,no,1112,40,M,Christopher,Did Todd play football in high school?,
63,experiment,distress,Frank got a cat,stim,,no,1207,41,F,Donna,Is Stephanie distressed that Frank got a cat?,
111,experiment,,,,,5ee5e3b02eebe932ee9559c5,0,1,,,,
111,experiment,,,,Susan,Susan,0,2,,,bot_check,
111,experiment,celebrate,Owen shoveled snow last winter,stim,,yes,9150,9,F,Dorothy,Did Shirley celebrate that Owen shoveled snow last winter?,
111,experiment,,Madison had a baby,control,,yes,5703,10,F,Lisa,Did Madison have a baby?,
111,experiment,torture,Valerie booked the venue,stim,,yes,9480,11,F,Carol,Is Justin tortured that Valerie booked the venue?,
111,experiment,gossip,Josh learned to ride a bike yesterday,stim,,yes,7816,12,F,Elizabeth,Did Regina gossip that Josh learned to ride a bike yesterday?,
111,experiment,,Todd played football in high school,control,,no,4567,13,M,George,Did Todd play football in high school?,
111,experiment,fantasize,Jayden rented a car,stim,,no,5536,14,M,Robert,Did Amy fantasize that Jayden rented a car?,
111,experiment,feel,Josie went on vacation to France,stim,,no,9057,15,M,Matthew,Did Noah feel that Josie went on vacation to France?,
111,experiment,excite,Connor fell from a tree,stim,,yes,8040,16,F,Nancy,Is Melissa excited that Connor fell from a tree?,
